title, content, star, about, time, classification, author
无聊巨作VII第八部-ASCII Middle Finger,花式挑衅。。。，即秀出了码农的技术，又让对方感受到了深深的侮辱，这个站长很膨胀啊！,4.32,['https://ascii-middle-finger.com/'],2020-12-23,",千奇百怪,ASCII,无聊,码农",songslee

全球飞机呕吐袋博物馆- Air Sickness Bag,趣站典范！，所收集的范围绝对超呼你的想像，你可以搜索到你所知道的任意一家航空公司，然并卵。。。,4.09,['http://www.airsicknessbags.com/'],2020-12-21,",千奇百怪,博物馆,呕吐袋,收藏",songslee

千亿像素看中国-BigPixel,实力硬核网站！，同时支持PC和手机端，只要你的网速够用，体验还是不错的！,4.35,['http://www.bigpixel.cn/'],2020-12-16,",千奇百怪,360度,中国城市,全景图片",songslee

人工智能音乐创作助手-HiFive AI,AI终于涉足音乐领域了！，全程语音指令菜单，很秀很AI。。。,3.70,['https://hi.hifiveai.com/'],2020-12-14,",千奇百怪,AI,语音互动,音乐创作",songslee

麦当劳伙计模拟器-The Simulator,在当年也是被媒体争相报道过的网站。。。，别看玩法普通，可放到1997年，那就相当前卫了！,3.94,['http://conceptlab.com/simulator/'],2020-12-09,",轻松好玩,互动,模拟,网页游戏",songslee

随心定制版奥利奥-OREOOO,这应该是小朋友的专属网站吧。。。，简单的鼠标点击即可自定义饼干的厚度与造型，接下来就是发挥创意啦！,4.54,['https://ljl.li/oreooo/'],2020-12-07,",千奇百怪,个性,图片生成,奥利奥",songslee

人工智能配色小工具-Palettable,前端设计推荐收藏！，通过大众对配色的审美批判，给出最佳的配色！,4.81,['https://www.palettable.io/'],2020-12-02,",在线应用,web前端,配色,颜色",songslee

冬暖夏凉便携小空调-Air conditioner,这么神奇，不备一个吗。。。，冷风热风自调，打开网站直接享受，是不是很方便！,4.22,['https://ac.yunyoujun.cn/'],2020-11-30,",千奇百怪,模拟,空调",songslee

这个XX不存在官网-This X Does Not Exist,关于生成对抗网络（GAN）的案例网站，，连域名也都不约而同的一致。。。,4.25,['https://thisxdoesnotexist.com/'],2020-11-25,",千奇百怪,AI,GAN,图片生成",songslee

能不能好好说话-Nbnhhsh,想必大家经常被网络缩写语搞的是一头雾水，咱们能不能好好说话？别担心，！这可是了解另类沟通方式的优秀工具。,4.38,['https://lab.magiconch.com/nbnhhsh/'],2020-11-23,",千奇百怪,暗号,缩写,网络流行语",dengxin

在线生成表情密语-噢吼 Emoji,超好玩的网站，，生成出来的Emoji表情中还可以加入其它文字，并不影响还原！,4.20,['https://emoji.ohou.ga/'],2020-11-18,",千奇百怪,emoji,暗号,表情",songslee

买下所有 Steam 游戏要多少钱-Buy All Steam Games,你有没有想过买下所有 Steam 游戏要花多少钱？一位网友制作了这个网站，，游戏的价格以美区数据为基准。,4.31,['https://steam.seewang.me/'],2020-11-16,",千奇百怪,Steam,价值,游戏",dengxin

在线生成WIFI二维码-Mywifisign,极好用的工具！。你只需要在上面的表格输入WiFi信息，就可以生成自动连接WIFI的二维码。 这个二维码可以让你用手机或者平板自带的相机，一步到位连接WiFi，省去了寻找WiFi，输入密码等等繁杂的操作。,4.85,['https://www.mywifisign.com/zh-hans'],2020-11-11,",在线应用,wifi,二维码,在线生成",dengxin

无聊巨作VII第七部-Zen Grin,很治愈的网站！，并配有可爱的小宝贝图片，看到这样鼓励的话，也许新的一天，你会更开心点！,3.93,['https://zengrin.com/'],2020-11-09,",千奇百怪,快乐,治愈,鼓励",songslee

史上最长寿电灯泡官网-Centennial Light,这只1901年在加利福尼亚州的利弗莫尔市点亮的灯泡，至今已近120年，除了几次电源故障，它一直亮到了现在，，里面记录了它不平凡的一生，值得收藏！,4.41,['https://www.centennialbulb.org/'],2020-11-04,",千奇百怪,官网,灯泡,长寿",songslee

多人联机小鸡大作战-Hury.io,欢乐解压，值得拥有！，带领你的小鸡群和线上的网友激战吧！小弟多不代表你就是老大，一样会被单杀。。。,4.55,['https://hury.io/'],2020-11-02,",轻松好玩,多人联机,小鸡",songslee

勒索软件实力克星-The No More Ransom Project,很冷门的领域。。。，如果你正在被这样的软件勒索，幸运的你也许就不用交赎金了。。。,3.91,['https://www.nomoreransom.org/'],2020-10-28,",千奇百怪,勒索,密码,破解",songslee

Emoji表情大乱斗-EMOJIA,关于Emoji表情的又一力作！，无需登陆，无需名称，随机角色，即点即玩！,3.65,['https://emojia.glitch.me/'],2020-10-26,",轻松好玩,emoji,多人联机,小游戏",songslee

卡通捏脸游戏制作器-Picrew,捏脸爱好者的最爱！，喜欢绘画的可以制作游戏，喜欢捏脸的可以畅玩游戏！,4.40,['https://picrew.me/'],2020-10-21,",轻松好玩,创作,小游戏,捏脸",songslee

AI生成国风山水画-Shan Shui,AI已经无所不能了。。。，每一次访问都会看到不同的作品，并会无限生成横幅长卷。。。,4.36,['http://shan-shui-inf.lingdong.works/'],2020-10-19,",千奇百怪,AI,山水画",songslee

我的脸有多正常？-How normal am I?,现在的这个社会，不管是线上线下，都是一个看脸的社会。自信的人会觉得自己漂亮帅气，而自卑的人会觉得自己丑陋不堪。但是一张脸到底应该怎样才算正常呢？一个来自欧盟赞助的项目将为你解答这个问题。,2.58,[],2020-10-14,",千奇百怪,AI,摄像头",Zesty

超强硬核工具合集-123APPS,可以和实体软件媲美的工具，，操作简单，支持中文，还可以实时生成文件，推荐收藏！,3.86,['https://123apps.com/'],2020-10-12,",在线应用,编辑,视频,音频",songslee

数学也可以这么艺术-Desmos,寓教于乐的典范！，如果你对数学不太感冒的话，还真不能愉快的玩耍这个网站。。。,4.39,['https://www.desmos.com/'],2020-09-30,",千奇百怪,数学,绘画,艺术",songslee

看小说练打字-Typing Practice,打字是现代办公必不可少的技能之一，打得快也能让别人刮目相看。接下来介绍的网站就是一个练习打字的网站，但是这个网站和别的网站最大的区别，就是所以，打完之后毫无疑问会很有成就感，在打字的过程中还可以享受阅读的乐趣，如果能看得懂的话。网站目前能在手机上显示但还不能打字，相信日后跟进了手机打字之后会更有趣。,4.16,['https://www.typelit.io/'],2020-09-28,",千奇百怪,小说,打字",Zesty

在线制作打印方格纸-MyGraphPaper,实用的工具网站，，包括稿纸、康奈尔笔记、五线谱、行动笔记，日常使用的辅助网格都可以找到！,4.36,['https://mygraphpaper.com/'],2020-09-23,",在线应用,打印,网格,辅助",songslee

互联网传送门-The Internet Portal,探索互联网上的各种网站是一件很有意思的事情。但是，比方说在有趣网址之家上看了写好的介绍，再去探索网站，实际上网站的有趣点已经通过阅读提前知道了。,4.39,[],2020-09-21,",千奇百怪,互联网,传送门,随机",Zesty

多人联机电力大作战-Powerline,紧张刺激的大作战开始啦！，经典的玩法，不过画面看起来更加动感！,3.55,['http://powerline.io/'],2020-09-16,",轻松好玩,多人联机,电力,贪吃蛇",songslee

《绝对汗颜》之我知道她是谁！,老司机专用网站！，当你看到一部佳片，却不知道女主角是谁，那么这个网站就是你的神器啦！,4.19,[],2020-09-14,",千奇百怪,AI,人脸识别,女优",songslee

在线制作电子音乐2-8bars,玩这个网站需要你有一定的音乐专业技能，，同时还可以在线保存和分享你的作品！,4.64,['https://8bars.app/'],2020-09-09,",千奇百怪,在线工具,电子音乐",songslee

随机生成矢量不规则图形-Blobmaker,设计师寻找灵感的好地方！，方便应用到各种图像软件中，即另类又创意！,4.27,['https://www.blobmaker.app/'],2020-09-07,",千奇百怪,SVG,图片生成,矢量",songslee

3D版大家一起画-Voxar,二维平面版大家都玩过，，在一个球型的区域里共同创作，任意发挥，并可以在线交流！,4.52,['http://voxar.io/'],2020-09-02,",轻松好玩,3D版,我的世界,画画",songslee

帮富豪花钱是一种怎样的体验-Maiba,你不觉得花钱也是件很烦的事情吗？，看到什么就买吧，无所谓，有钱就是这么任性！,4.57,['https://maiba.fun/'],2020-08-31,",千奇百怪,体验,富豪,花钱",songslee

全平台emoji表情搜索引擎-Emojipedia,emoji表情是我们经常用到的符号，?今天的这个，支持表情搜索，复制表情粘贴即可！,4.38,['https://emojipedia.org/'],2020-08-26,",千奇百怪,emoji,符号,表情",songslee

在线制作精彩绝伦的片头-Panzoid,专业人士值得收藏的网站！，新手不用担心，有众多预置模板供大家使用，方便的很！,4.75,['https://panzoid.com/'],2020-08-24,",在线应用,片头,视频特效",songslee

无聊巨作VII第六部-404 Not Found,是的，你没有看错，就是这个样子。。。，让人看上去像是一个无效的网站，就这么无聊。。。,3.55,['https://thereisno.website/'],2020-08-17,",千奇百怪,404,无聊",songslee

国际空间站对接模拟器-SPACEX,很有趣的科普网站。，全程手动对接模式，操控性还是有点难度的。,4.52,['https://iss-sim.spacex.com/'],2020-08-12,",千奇百怪,国际空间站,对接,模拟器",songslee

倾听空中交通管制无线电-Listen To The Clouds,炎炎夏日，燥热难耐？那就对了，夏天不把人热爆了那还能叫夏天嘛。为了减少这份燥热，空调肯定是首当其冲，然后再来点令人放松的声音，躺在沙发或者椅子或者别的什么上面，舒服的休息一会。网站里面有国内的首都国际机场还有国际空间站，当然其它的机场也都非常不错。,4.24,['http://listentothe.cloud/'],2020-08-10,",千奇百怪,放松,无线电",Zesty

现代单兵武器大全-GunWorld,喜欢枪械的朋友不容错过！，图文详解，简单易懂 ，推荐收藏 ！,4.17,['http://pewpewpew.work/'],2020-08-05,",千奇百怪,单兵,枪械,武器",songslee

多人联机造房大作战-Moo Moo,适者生存的小游戏，，开局一板斧，装备全靠砍，如果你顺利狗到后期，那游戏体验就上来啦！,4.00,['http://moomoo.io/'],2020-08-03,",轻松好玩,多人联机,小游戏,生存",songslee

速写绘画蓝本图集-Line of Action,寻找灵感的好地方！，根据详细的分类引导，你可以很轻松的找到你想要的图片！,4.13,['https://line-of-action.com/'],2020-07-29,",千奇百怪,绘画,蓝本,速写",songslee

国外小游戏网站合集VI-Gameflare,又到了放松的时间了！，每款游戏都很精致特别，叫上你的朋友一起开心一下吧！,3.95,['https://www.gameflare.com/'],2020-07-27,",轻松好玩,合集,多人联机,小游戏",songslee

无聊巨作VII第五部-Is it cake?,无聊中带点惊喜！至于为何要加双引号，还需要各位自己试试。,4.00,['https://isitcake.xyz/'],2020-07-22,",千奇百怪,无聊,蛋糕",Zesty

诺基亚怀旧短信截图-ZZKIA,真的很怀旧！，生成的效果和真的一样，用来传递想说话，再特别不过啦！,4.31,['https://zzkia.noddl.me/'],2020-07-20,",千奇百怪,截图,短信,诺基亚",songslee

多人联机突突大作战2-Krunker,像CS一样的激烈。。。，简洁的方块画风很精致，场景设计的也很到位，就是我的水平依旧很菜。。。,4.42,['https://krunker.io/'],2020-07-15,",轻松好玩,CS,多人联机,枪战",songslee

像素画肖像生成工具-PixelMe,与前两天的是同一开发者，，同时还支持为你的宠物生成像素画头像，是不是很贴心！,4.11,['https://pixel-me.tokyo/'],2020-07-13,",在线应用,AI,像素画,头像",songslee

奔跑吧，滚珠！-MARBLE RUN,在国外很有人气的玩具，今天来看看，游戏中你可以设计出二维平面版的滚珠地图，保存后便可加入到官方地图库中！,4.18,['https://www.marblerun.at/'],2020-07-08,",千奇百怪,小游戏,滚珠",songslee

不需自己画的画板-No Paint,绘画是一门技术活，不擅长绘画的人也有很多，往往会被擅长绘画的人说成浑身上下没有艺术细菌。但是在这个网站里，当然，真的用这个网站画出来的东西往往也都会很魔幻，拿给别人看别人还是会说，“啊，这真的还是没有艺术细菌。”,3.79,['https://nopaint.art/'],2020-07-06,",千奇百怪,画画,绘画,随机",Zesty

油画肖像生成工具-AI Gahaku,又是一个以AI主导的网站，，生成的图片不大，但用作头像的话还是可以的！,4.60,['https://ai-art.tokyo/'],2020-07-01,",千奇百怪,AI,头像,油画",songslee
